mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__l2_regularization,param_regressor__learning_rate,param_regressor__max_depth,param_regressor__max_iter,param_regressor__max_leaf_nodes,param_regressor__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7930870532989502,0.021199018348215585,0.0162783145904541,0.0024038325649662507,0.8599404067363206,0.2140922615763339,,266,32,13,"{'regressor__l2_regularization': np.float64(0.8599404067363206), 'regressor__learning_rate': np.float64(0.2140922615763339), 'regressor__max_depth': None, 'regressor__max_iter': 266, 'regressor__max_leaf_nodes': 32, 'regressor__min_samples_leaf': 13}",-19.548246104420517,-19.670262131301037,-17.750024893459166,-20.60519150240238,-16.81115681991829,-18.87697629030028,1.3859482633398603,1
0.8959736347198486,0.016784152832037404,0.028862810134887694,0.0033569135807535355,0.040775141554763916,0.18726788295647254,12,445,17,28,"{'regressor__l2_regularization': np.float64(0.040775141554763916), 'regressor__learning_rate': np.float64(0.18726788295647254), 'regressor__max_depth': np.int64(12), 'regressor__max_iter': 445, 'regressor__max_leaf_nodes': 17, 'regressor__min_samples_leaf': 28}",-19.715360892981327,-19.354339483440498,-18.003247809710537,-20.541662814065326,-16.968777637924344,-18.916677727624407,1.272689130673915,2
1.3376123905181885,0.02466714779147987,0.023583459854125976,0.000876490105004928,0.43439436551042865,0.1150235223084027,,383,47,14,"{'regressor__l2_regularization': np.float64(0.43439436551042865), 'regressor__learning_rate': np.float64(0.1150235223084027), 'regressor__max_depth': None, 'regressor__max_iter': 383, 'regressor__max_leaf_nodes': 47, 'regressor__min_samples_leaf': 14}",-19.76303307229685,-19.467974135303024,-18.03307134410315,-20.67505401615157,-16.715127656710703,-18.93085204491306,1.3956153245085963,3
0.7016313552856446,0.007833642638638985,0.016172075271606447,0.003151652098908919,0.28093450968738076,0.17280882494747454,,256,29,10,"{'regressor__l2_regularization': np.float64(0.28093450968738076), 'regressor__learning_rate': np.float64(0.17280882494747454), 'regressor__max_depth': None, 'regressor__max_iter': 256, 'regressor__max_leaf_nodes': 29, 'regressor__min_samples_leaf': 10}",-19.510563546547647,-19.84559762591964,-18.014210561956382,-20.334598181907605,-17.026708877738795,-18.946335758814016,1.2335414222974623,4
0.8605985641479492,0.061078570615929376,0.015660429000854494,0.002552886138178473,0.9422017556848528,0.17898646535366178,8,364,40,11,"{'regressor__l2_regularization': np.float64(0.9422017556848528), 'regressor__learning_rate': np.float64(0.17898646535366178), 'regressor__max_depth': np.int64(8), 'regressor__max_iter': 364, 'regressor__max_leaf_nodes': 40, 'regressor__min_samples_leaf': 11}",-19.797434033316556,-19.95271368656883,-17.994846048518895,-20.213648257415397,-16.92713097875457,-18.97715460091485,1.2900401065792324,5
1.5347657680511475,0.06539110502296744,0.02691035270690918,0.004314858161529804,0.4110370133182313,0.019915219870164515,,484,33,11,"{'regressor__l2_regularization': np.float64(0.4110370133182313), 'regressor__learning_rate': np.float64(0.019915219870164515), 'regressor__max_depth': None, 'regressor__max_iter': 484, 'regressor__max_leaf_nodes': 33, 'regressor__min_samples_leaf': 11}",-19.745640301971594,-20.14130439393738,-18.170824857579564,-19.867086471750163,-17.280257842153585,-19.04102277347846,1.1177678019696287,6
1.356363010406494,0.03246918498133539,0.03002934455871582,0.0032876388031301673,0.3722827665617431,0.29204003273733353,,448,32,27,"{'regressor__l2_regularization': np.float64(0.3722827665617431), 'regressor__learning_rate': np.float64(0.29204003273733353), 'regressor__max_depth': None, 'regressor__max_iter': 448, 'regressor__max_leaf_nodes': 32, 'regressor__min_samples_leaf': 27}",-19.946427026385546,-19.71651653228206,-17.9081616812302,-20.726046526231386,-17.00034486936474,-19.059499327098784,1.3828512121125596,7
0.3576190948486328,0.015055435194231363,0.008019065856933594,0.0005978084955008053,0.49724850589238545,0.1002634929450309,,180,16,11,"{'regressor__l2_regularization': np.float64(0.49724850589238545), 'regressor__learning_rate': np.float64(0.1002634929450309), 'regressor__max_depth': None, 'regressor__max_iter': 180, 'regressor__max_leaf_nodes': 16, 'regressor__min_samples_leaf': 11}",-19.871094905429363,-20.250647434186554,-18.11507179914984,-19.77690513579526,-17.316230704389483,-19.0659899957901,1.1421830407343831,8
0.6888216018676758,0.05227134345620636,0.012618541717529297,0.001032061601947607,0.018075363615520867,0.15816811455503038,5,483,22,16,"{'regressor__l2_regularization': np.float64(0.018075363615520867), 'regressor__learning_rate': np.float64(0.15816811455503038), 'regressor__max_depth': np.int64(5), 'regressor__max_iter': 483, 'regressor__max_leaf_nodes': 22, 'regressor__min_samples_leaf': 16}",-19.898454681216265,-20.342096082418212,-18.138858033219467,-20.346922218466016,-16.72040058286407,-19.089346319636807,1.4367231700388947,9
0.4183896541595459,0.012240087430606256,0.010438203811645508,0.002857629722792144,0.6957843993450822,0.0785650065391899,8,211,16,10,"{'regressor__l2_regularization': np.float64(0.6957843993450822), 'regressor__learning_rate': np.float64(0.0785650065391899), 'regressor__max_depth': np.int64(8), 'regressor__max_iter': 211, 'regressor__max_leaf_nodes': 16, 'regressor__min_samples_leaf': 10}",-19.97735819212077,-20.32905278881872,-18.20393293660472,-19.754592285772002,-17.271412771803927,-19.107269795024028,1.1709160857381626,10
