compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id,LogP,TPSA,MolWt,NumHDonors,NumHAcceptors
Ethanol,Drosophila mojavensis,A300,4%,,,81.29,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A300,2%,,,50.66,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A300,4%,,,71.03,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A300,2%,,,123.26,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A512d,4%,,,20.88,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A512d,2%,,,83.67,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A512d,4%,,,57.39,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A512d,2%,,,80.71,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A361,4%,,,37.39,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A361,2%,,,62.6,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A361,4%,,,119.56,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A361,2%,,,145.62,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A514,4%,,,70.77,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A514,2%,,,92.26,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A514,4%,,,124.24,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A514,2%,,,94.33,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A316b,4%,,,42.69,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A316b,2%,,,70.77,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A316b,4%,,,52.04,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A316b,2%,,,105.71,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A572,4%,,,55.38,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A572,2%,,,52.76,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A572,4%,,,74.94,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A572,2%,,,103.88,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A374,4%,,,29.7,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A374,2%,,,67.08,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A374,4%,,,19.75,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A374,2%,,,58.11,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A429,4%,,,66.34,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A429,2%,,,100.38,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A429,4%,,,-1.96,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A429,2%,,,2.51,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A376,4%,,,36.14,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A376,2%,,,75.73,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A376,4%,,,31.53,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A376,2%,,,101.79,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A422,4%,,,23.15,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A422,2%,,,69.04,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A422,4%,,,47.75,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A422,2%,,,37.7,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A428,4%,,,48.71,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A428,2%,,,66.66,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A428,4%,,,-3.89,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A428,2%,,,21.72,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A420,4%,,,95.7,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A420,2%,,,69.19,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A420,4%,,,88.55,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A420,2%,,,89.09,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A350,4%,,,21.75,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A350,4%,,,28.42,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A350,2%,,,59.55,,,,Male,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Ethanol,Drosophila mojavensis,A350,2%,,,57.65,,,,Female,,,No,13369,-0.0014000000000000123,20.23,46.069,1.0,1.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.0001 mM,,,2.3,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.001 mM,,,1.4,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.01 mM,,,-1.15,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.1 mM,,,-0.85,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.0001 mM,,,-2.3,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.001 mM,,,4.7,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.01 mM,,,3.4,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.1 mM,,,4.5,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,1 mM,,,0.0,NS,,,Male,,,No,98863,0.7174,23.47,89.13799999999999,1.0,2.0
2-Selenium-bridged-beta-cyclodextrin,Caenorhabditis elegans,N2,5 mM,,,8.69,S,4.76,,Unknown,,,No,101039,,,,,
2-Selenium-bridged-beta-cyclodextrin,Caenorhabditis elegans,N2,0.5 mM,,,7.24,S,4.76,,Unknown,,,No,101039,,,,,
Lactic acid,Drosophila melanogaster,Oregon R,0.25M,,,15.4,,,,Male,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Tartaric acid,Drosophila melanogaster,Oregon R,0.01M,,,6.0,,,,Male,,,No,110607,-2.1225999999999994,115.06,150.08599999999998,4.0,4.0
Tartaric acid,Drosophila melanogaster,Oregon R,0.1M,,,-72.0,,,,Male,,,No,110607,-2.1225999999999994,115.06,150.08599999999998,4.0,4.0
Tartaric acid,Drosophila melanogaster,Oregon R,0.001 M,,,0.0,,,,Unknown,,,No,110607,-2.1225999999999994,115.06,150.08599999999998,4.0,4.0
Lactic acid,Drosophila melanogaster,Oregon R,0.1M,,,15.5,,,,Male,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Lactic acid,Drosophila melanogaster,Oregon R,0.01M,,,12.0,,,,Male,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Lactic acid,Drosophila melanogaster,Oregon R,0.001 M,,,8.0,,,,Unknown,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Lactic acid,Drosophila melanogaster,Oregon R,0.1M,,,14.0,,,,Male,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Lactic acid,Drosophila melanogaster,Oregon R,0.001 M,,,3.6,,,,Unknown,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Lactic acid,Drosophila melanogaster,Oregon R,0.01M,,,3.6,,,,Male,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,,,7.2,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.25 M,,,22.2,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Lactic acid,Drosophila melanogaster,Oregon R,1 M,,,-32.7,,,,Unknown,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Lactic acid,Drosophila melanogaster,Oregon R,0.5M,,,-1.9,,,,Male,,,No,110607,-0.5482,57.53,90.07799999999999,2.0,2.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,14.3,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,20.8,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,12.3,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.5 M,,,9.3,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,,,5.3,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.01M 2x/week,,,3.8,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.25M 2x/week,,,3.8,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.5M 2x/week,,,0.0,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.001 M,,,-1.8,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Calcium lactate,Drosophila melanogaster,Oregon R,0.1 M,,,-66.1,,,,Male,,,No,110607,-4.146599999999998,120.72000000000001,218.218,2.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.001 M,,,0.0,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,,,0.0,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,-5.2,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Gluconic acid,Drosophila melanogaster,Oregon R,1 M,,,-9.3,,,,Male,,,No,110607,-3.4930999999999988,138.45000000000002,196.155,6.0,6.0
Calcium lactate,Drosophila melanogaster,Oregon R,0.001 M,,,1.8,,,,Male,,,No,110607,-4.146599999999998,120.72000000000001,218.218,2.0,6.0
Calcium gluconate,Drosophila melanogaster,Oregon R,0.1 M,,,-56.6,,,,Male,,,No,110607,-10.036400000000004,282.56,430.37200000000007,10.0,14.0
Calcium lactate,Drosophila melanogaster,Oregon R,0.01 M,,,-10.7,,,,Male,,,No,110607,-4.146599999999998,120.72000000000001,218.218,2.0,6.0
Calcium gluconate,Drosophila melanogaster,Oregon R,0.01 M,,,-13.2,,,,Male,,,No,110607,-10.036400000000004,282.56,430.37200000000007,10.0,14.0
Calcium gluconate,Drosophila melanogaster,Oregon R,0.001 M,,,-3.7,,,,Male,,,No,110607,-10.036400000000004,282.56,430.37200000000007,10.0,14.0
magnesium L-thiazolidine-4-carboxylate,Drosophila melanogaster,Oregon-R,0.20%,,,16.0,S,17.0,,Male,,,No,118043,,,,,
sodium L-thiazolidine-4-carboxylate,Drosophila melanogaster,Oregon-R,0.20%,,,8.0,S,4.0,,Male,,,No,118043,,,,,
Nitrosodimethylurea,Drosophila melanogaster,D32,0.00%,,,-37.0,S,-33.0,,Male,,,No,119648,-0.06099999999999989,61.77,117.108,1.0,3.0
Nitrosodimethylurea,Drosophila melanogaster,D32,0.00%,,,-2.94,NS,0.0,,Female,,,No,119648,-0.06099999999999989,61.77,117.108,1.0,3.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.01%,,,22.0,S,17.0,,Male,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.10%,,,15.0,S,10.0,,Male,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.01%,,,2.28,NS,13.63,,Female,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.10%,,,-10.0,NS,-9.09,,Female,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.01%,,,20.4,S,12.4,,Male,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.10%,,,14.3,S,-2.73,,Male,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.01%,,,18.0,S,2.32,,Female,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.10%,,,23.0,S,21.0,,Female,,,No,119648,2.0798200000000007,33.120000000000005,173.643,1.0,2.0
Phenobarbital,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-9.57,S,,,Female,,,No,132031,0.7003999999999997,75.27000000000001,232.239,2.0,3.0
Phenobarbital,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-16.66,S,,,Male,,,No,132031,0.7003999999999997,75.27000000000001,232.239,2.0,3.0
Nicotine,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-8.51,S,,,Female,,,No,132031,1.8483,16.130000000000003,162.23600000000002,0.0,2.0
Nicotine,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-11.45,S,,,Male,,,No,132031,1.8483,16.130000000000003,162.23600000000002,0.0,2.0
Pilocarpine,Rattus norvegicus,Sprague Dawley,30 mg/kg/week,,,-12.76,NS,,,Female,,,No,132031,1.1618000000000002,44.12,208.26100000000002,0.0,4.0
Pilocarpine,Rattus norvegicus,Sprague Dawley,30 mg/kg/week,,,-8.33,NS,,,Male,,,No,132031,1.1618000000000002,44.12,208.26100000000002,0.0,4.0
Atropine,Rattus norvegicus,Sprague Dawley,6 mg/kg/week,,,-5.31,NS,,,Female,,,No,132031,1.9309,49.769999999999996,289.375,1.0,4.0
Atropine,Rattus norvegicus,Sprague Dawley,6 mg/kg/week,,,-8.33,NS,,,Male,,,No,132031,1.9309,49.769999999999996,289.375,1.0,4.0
Cyclophosphamide,Rattus norvegicus,Sprague Dawley,4 mg/kg/week,,,-9.57,S,,,Female,,,No,132031,1.884,41.57,261.08899999999994,1.0,2.0
Cyclophosphamide,Rattus norvegicus,Sprague Dawley,4 mg/kg/week,,,-9.37,S,,,Male,,,No,132031,1.884,41.57,261.08899999999994,1.0,2.0
Amethopterin,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,,,7.44,NS,,,Female,,,No,132031,0.2684000000000003,210.53999999999996,454.44700000000023,5.0,10.0
Amethopterin,Rattus norvegicus,Sprague Dawley,0.625 mg/kg/week,,,-6.25,NS,,,Male,,,No,132031,0.2684000000000003,210.53999999999996,454.44700000000023,5.0,10.0
Hydrocortisone,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,,,2.12,NS,,,Female,,,No,132031,1.7815999999999996,94.83000000000001,362.46600000000007,3.0,5.0
Hydrocortisone,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,,,-2.08,NS,,,Male,,,No,132031,1.7815999999999996,94.83000000000001,362.46600000000007,3.0,5.0
Floxuridine,Caenorhabditis elegans,N2,50000 μM,,,-18.66,S,,,Hermaphrodite,,,No,153363,-1.6835999999999998,104.55000000000001,246.194,3.0,6.0
Floxuridine,Caenorhabditis elegans,N2,6000 μM,,,-2.66,NS,,,Hermaphrodite,,,No,153363,-1.6835999999999998,104.55000000000001,246.194,3.0,6.0
Floxuridine,Caenorhabditis elegans,N2,400 μM,,,6.66,S,,,Hermaphrodite,,,No,153363,-1.6835999999999998,104.55000000000001,246.194,3.0,6.0
Floxuridine,Caenorhabditis elegans,N2,400 μM,,,38.86,S,,,Hermaphrodite,,,No,153363,-1.6835999999999998,104.55000000000001,246.194,3.0,6.0
Hydrogen iodide,Drosophila melanogaster,Oregon-R,4 μM,,,-6.9,,,,Male,,,No,412727,0.6180000000000001,0.0,127.91199999999999,0.0,0.0
Hydrogen iodide,Drosophila melanogaster,Oregon-R,0.4 μM,,,-5.2,,,,Male,,,No,412727,0.6180000000000001,0.0,127.91199999999999,0.0,0.0
Iodine,Drosophila melanogaster,Oregon-R,4000 μM,,,3.9,,,,Male,,,No,412727,1.7714,0.0,253.808,0.0,0.0
Iodine,Drosophila melanogaster,Oregon-R,400 μM,,,1.9,,,,Male,,,No,412727,1.7714,0.0,253.808,0.0,0.0
Iodine,Drosophila melanogaster,Oregon-R,40 μM,,,5.9,,,,Male,,,No,412727,1.7714,0.0,253.808,0.0,0.0
Iodine,Drosophila melanogaster,Oregon-R,4 μM,,,,,,,Male,,,No,412727,1.7714,0.0,253.808,0.0,0.0
Iodine,Drosophila melanogaster,Oregon-R,0.4 μM,,,-3.8,,,,Male,,,No,412727,1.7714,0.0,253.808,0.0,0.0
Iodine,Drosophila melanogaster,Oregon-R,0.04 μM,,,-1.9,,,,Male,,,No,412727,1.7714,0.0,253.808,0.0,0.0
Iodoform,Drosophila melanogaster,Oregon-R,0.1 µg/mL,,,-15.3,,,,Male,,,No,412727,2.575,0.0,393.731,0.0,0.0
Iodoform,Drosophila melanogaster,Oregon-R,0.01 µg/mL	,,,-1.9,,,,Male,,,No,412727,2.575,0.0,393.731,0.0,0.0
Iodoform,Drosophila melanogaster,Oregon-R,0.001 µg/mL,,,-1.9,,,,Male,,,No,412727,2.575,0.0,393.731,0.0,0.0
Diiodomethane,Drosophila melanogaster,Oregon-R,0.1 µg/mL,,,14.5,S,,,Male,,,No,412727,1.8139,0.0,267.835,0.0,0.0
Diiodomethane,Drosophila melanogaster,Oregon-R,1 µg/mL,,,14.5,S,,,Male,,,No,412727,1.8139,0.0,267.835,0.0,0.0
Diiodomethane,Drosophila melanogaster,Oregon-R,10 µg/mL,,,29.3,S,,,Male,,,No,412727,1.8139,0.0,267.835,0.0,0.0
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2.6 months,until death,25.0,S,0.0,NS,Female,,,No,448040,,,,,
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2.6 months,until death,30.0,S,0.0,NS,Male,,,No,448040,,,,,
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,until death,14.0,S,0.0,NS,Female,,,No,448040,,,,,
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,until death,22.0,S,0.0,NS,Male,,,No,448040,,,,,
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,2.6 months,8.0,S,0.0,NS,Female,,,No,448040,,,,,
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,2.6 months,6.0,NS,0.0,NS,Male,,,No,448040,,,,,
Ginseng extract,Mus musculus,LACa,40 ppm/day,2 months,until death,-2.0,NS,0.0,NS,Male,,,No,571386,,,,,
Ginseng extract,Mus musculus,LACa,40 ppm/day,2 months,until death,9.0,NS,2.0,NS,Female,,,No,571386,,,,,
Ginseng extract,Mus musculus,LACa,40 ppm/day,12 months,until death,3.0,NS,14.0,NS,Female,,,No,571386,,,,,
Ginseng extract,Mus musculus,LACa,40 ppm/day,12 months,until death,-2.0,NS,11.0,NS,Male,,,No,571386,,,,,
Pineal gland extract,Rattus norvegicus,,"0.5 mg, 5 times a week",,,25.0,S,,,Female,,,No,575333,,,,,
Sulfamerazine,Rattus norvegicus,,250 mg/kg,,,13.84,S,,,Male,,,No,620944,1.16802,97.97,264.31,2.0,5.0
Sulfamerazine,Rattus norvegicus,,250 mg/kg,,,36.21,S,,,Female,,,No,620944,1.16802,97.97,264.31,2.0,5.0
Beta-aminopropionitrile fumarate,Mus musculus,LAF/J,3000 ppm water,2 months,18 months,5.0,S,0.0,NS,Male,0.0,NS,No,689120,-0.42941999999999975,124.41000000000001,186.16699999999997,3.0,4.0
Beta-aminopropionitrile fumarate,Mus musculus,LAF/J,3000 ppm water,2 months,12 months,5.0,S,8.0,NS,Male,0.0,NS,No,689120,-0.42941999999999975,124.41000000000001,186.16699999999997,3.0,4.0
Beta-aminopropionitrile fumarate,Mus musculus,LAF/J,3000 ppm water,2 months,6 months,0.0,NS,-2.0,NS,Male,0.0,NS,No,689120,-0.42941999999999975,124.41000000000001,186.16699999999997,3.0,4.0
Beta-aminopropionitrile fumarate,Mus musculus,LAF/J,1000 ppm water,2 months,18 months,6.0,S,7.0,NS,Male,0.0,NS,No,689120,-0.42941999999999975,124.41000000000001,186.16699999999997,3.0,4.0
Beta-aminopropionitrile fumarate,Mus musculus,LAF/J,1000 ppm water,2 months,12 months,6.0,S,-1.0,NS,Male,0.0,NS,No,689120,-0.42941999999999975,124.41000000000001,186.16699999999997,3.0,4.0
Beta-aminopropionitrile fumarate,Mus musculus,LAF/J,1000 ppm water,2 months,6 months,5.0,S,-1.0,NS,Male,0.0,NS,No,689120,-0.42941999999999975,124.41000000000001,186.16699999999997,3.0,4.0
p-fluorophenylalanine,Mus musculus,CBA,2 mM water,12 months,4 weeks,-5.0,NS,,,Female,0.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.4 mM water,12 months,4 weeks,-14.0,S,,,Female,0.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.08 mM water,12 months,4 weeks,0.0,NS,,,Female,-2.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,2 mM water,1 month,4 weeks,-7.0,NS,,,Female,-12.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.4 mM water,1 month,4 weeks,-3.0,NS,,,Female,-3.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.08 mM water,1 month,4 weeks,-3.0,NS,,,Female,-4.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,2 mM water,12 months,4 weeks,3.0,NS,,,Male,-4.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.4 mM water,12 months,4 weeks,0.0,NS,,,Male,-7.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.08 mM water,12 months,4 weeks,-8.0,NS,,,Male,-2.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,2 mM water,1 month,4 weeks,-10.0,NS,,,Male,6.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.4 mM water,1 month,4 weeks,-15.0,S,,,Male,7.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
p-fluorophenylalanine,Mus musculus,CBA,0.08 mM water,1 month,4 weeks,-6.0,NS,,,Male,5.0,,No,689376,0.7801000000000002,63.31999999999999,183.18199999999996,2.0,2.0
Hexachlorophene,Mus musculus,XVII/G,150 ppm food,1 month,until death,-7.0,NS,,,Female,,,No,728888,6.609000000000001,40.46,406.9069999999999,2.0,2.0
Hexachlorophene,Mus musculus,XVII/G,150 ppm food,1 month,until death,9.0,NS,,,Male,,,No,728888,6.609000000000001,40.46,406.9069999999999,2.0,2.0
Hexachlorophene,Mus musculus,C57B1,150 ppm food,1 month,until death,-9.0,NS,,,Female,,,No,728888,6.609000000000001,40.46,406.9069999999999,2.0,2.0
