compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id,dosage_value,dose_g_per_L,dose_g_per_kg,dose_iu,dose_mg,dose_mg_per_100ml,dose_mg_per_L,dose_mg_per_kg,dose_mg_per_ml,dose_missing,dose_molarity,dose_ng_per_ml,dose_percent,dose_ppm,dose_unknown,dose_µg_per_ml
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,25.0,S,20.0,,Female,,,No,4397875,500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Polyvinylpyrrotidone,Drosophila melanogaster,cross between Canton S females with Oregon RC males,500 mg/100 mL of medium,,,4.0,NS,-3.0,,Male,,,No,4397875,500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pantothenic acid,Drosophila melanogaster,cross between Canton S females with Oregon RC males,50 mg/100 mL of medium,,,23.0,NS,1.0,,Male,,,No,4397875,50.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Inositol,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,1.0,NS,-4.0,,Male,,,No,4397875,120.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Aspirin,Drosophila melanogaster,cross between Canton S females with Oregon RC males,20 mg/100 mL of medium,,,30.0,S,5.0,,Male,,,No,4397875,20.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,120 mg/100 mL of medium,,,32.0,S,15.0,,Male,,,No,4397875,120.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hydrocortisone acetate,Drosophila melanogaster,cross between Canton S females with Oregon RC males,10 mg/100 mL of medium,,,32.0,S,16.0,,Male,,,No,4397875,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dimethylaminoethyl p-chlorophenoxyacetate,Mus musculus,C57BL/6J,702 ppm water,8.1 or 9.3 months,until death,4.0,NS,-6.0,,Female,-14.0,,No,4788962,702.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chlorpromazine,Mus musculus,C57BL/6J,16.7 ppm water,9.7 or 10.7 months,until death,0.0,NS,4.0,,Female,0.0,,No,4788962,16.7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chlorpheniramine,Mus musculus,C57BL/6J,2.28 ppm water,9.4 months,until death,-2.0,NS,6.0,,Female,-17.0,,No,4788962,2.28,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chlorpheniramine,Mus musculus,C57BL/6J,0.762 ppm water,9.4 or 10.4 months,until death,1.0,NS,-8.0,,Female,-11.0,,No,4788962,0.762,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chloroquine,Mus musculus,C57BL/6J,39.5 ppm water,10.4 or 12.1 months,until death,0.0,NS,-9.0,,Female,-1.0,,No,4788962,39.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chloroquine,Mus musculus,C57BL/6J,13.2 ppm water,9.4 or 10.4 months,until death,-8.0,S,-7.0,,Female,4.0,,No,4788962,13.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Aspirin,Mus musculus,C57BL/6J,495 ppm water,8.1 or 9.3 months,until death,0.0,NS,-3.0,,Female,-16.0,,No,4788962,495.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Aspirin,Mus musculus,C57BL/6J,242 ppm water,8.1 months,until death,-10.0,S,-7.0,,Female,2.0,,No,4788962,242.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Aspirin,Mus musculus,C57BL/6J,113 ppm water,8.1 months,until death,3.0,NS,-4.0,,Female,-6.0,,No,4788962,113.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Acetaminophen,Mus musculus,C57BL/6J,242 ppm water,9.4 months,until death,2.0,NS,-7.0,,Female,-1.0,,No,4788962,242.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ethoxyquin,Mus musculus,C3H,5000 ppm food,3 months,until death,20.0,S,26.0,S,Female,-22.0,,No,4927196,5000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ethoxyquin,Mus musculus,C3H,5000 ppm food,3 months,until death,18.0,S,25.0,S,Male,-11.0,,No,4927196,5000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sodim cyclamate,Rattus norvegicus,Wistar,0.43/100 g,,,9.77,S,-11.28,,Male,,,No,5132583,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Edetate disodium,Philodina acuticornis,Milne,17 mM,,,-2.23,NS,,,Unknown,,,No,5166382,0.017,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium citrate,Philodina acuticornis,Milne,17 mM,,,-1.26,NS,,,Unknown,,,No,5166382,0.017,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium citrate,Philodina acuticornis,Milne,17 mM,,,2.23,NS,,,Unknown,,,No,5166382,0.017,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cycloheximide,Drosophila melanogaster,F2 hybrids between the B and K inbred lines,5 mg/mL,,,,,-7.65,,Male,,,No,5353613,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
p-fluorophenylalanine,Drosophila melanogaster,F1 hybrids between the B and K inbred lines,20 mM,,,,NS,5.65,,Male,,,No,5353613,0.02,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Disulfiram,Rattus norvegicus,Wistar,1 in 2000,,,-5.08,NS,,,Male,,,No,5469789,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Disulfiram,Rattus norvegicus,Wistar,1 in 1000,,,-21.18,S,,,Male,,,No,5469789,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Diamide,Musca domestica,,2 mM,,,-2.91,NS,,,Male,,,No,6146478,0.002,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Paraquat,Musca domestica,,1 mM,,,-36.21,S,,,Male,,,No,6149066,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethyldithiocarbamate,Musca domestica,Thuron,10 mM,,,45.0,S,,,Male,,,No,6325831,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethyldithiocarbamate,Musca domestica,Thuron,1 mM,,,36.0,S,,,Male,,,No,6325831,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Zinc acetate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-6.0,S,,,Male,,,No,6409707,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Zinc acetate,Drosophila melanogaster,Oregon-R,1 mM,,,-4.0,NS,,,Male,,,No,6409707,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Zinc acetate,Drosophila melanogaster,Oregon-R,10 mM,,,-12.0,S,,,Male,,,No,6409707,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,8.8,NS,,,Male,,,No,6409707,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.5 mM,,,-65.1,S,,,Male,,,No,6409707,0.0005,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cadmium chloride,Drosophila melanogaster,Oregon-R,1 mM,,,-74.0,S,,,Male,,,No,6409707,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.001 mM,,,6.5,S,,,Male,,,No,6409707,1e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.01 mM,,,6.5,NS,,,Male,,,No,6409707,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cadmium chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,-17.4,S,,,Male,,,No,6409707,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric glycinate,Drosophila melanogaster,Oregon-R,0.01 mM,,,2.2,NS,,,Male,,,No,6423450,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric glycinate,Drosophila melanogaster,Oregon-R,0.05 mM,,,2.2,NS,,,Male,,,No,6423450,5e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric glycinate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4.4,S,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric formate,Drosophila melanogaster,Oregon-R,0.01 mM,,,7.5,S,,,Male,,,No,6423450,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric formate,Drosophila melanogaster,Oregon-R,0.05 mM,,,5.0,NS,,,Male,,,No,6423450,5e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric formate,Drosophila melanogaster,Oregon-R,0.01 mM,,,-2.5,NS,,,Male,,,No,6423450,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric lactate,Drosophila melanogaster,Oregon-R,0.01 mM,,,2.5,NS,,,Male,,,No,6423450,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric lactate,Drosophila melanogaster,Oregon-R,0.05 mM,,,7.1,S,,,Male,,,No,6423450,5e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric lactate,Drosophila melanogaster,Oregon-R,0.1 mM,,,5.0,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric gluconate,Drosophila melanogaster,Oregon-R,0.1 mM,,,0.0,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric gluconate,Drosophila melanogaster,Oregon-R,1 mM,,,-12.6,S,,,Male,,,No,6423450,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric gluconate,Drosophila melanogaster,Oregon-R,5 mM,,,-79.5,S,,,Male,,,No,6423450,0.005,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric sulfate,Drosophila melanogaster,Oregon-R,0.01 mM,,,-4.0,NS,,,Male,,,No,6423450,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric sulfate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-4.0,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric sulfate,Drosophila melanogaster,Oregon-R,1 mM,,,-10.0,S,,,Male,,,No,6423450,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric chloride,Drosophila melanogaster,Oregon-R,0.1 mM,,,0.0,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric chloride,Drosophila melanogaster,Oregon-R,1 mM,,,-15.1,S,,,Male,,,No,6423450,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric lactate,Drosophila melanogaster,Oregon-R,0.1 mM,,,7.0,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric lactate,Drosophila melanogaster,Oregon-R,1 mM,,,-1.8,NS,,,Male,,,No,6423450,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric gluconate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-5.5,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric gluconate,Drosophila melanogaster,Oregon-R,1 mM,,,-7.0,NS,,,Male,,,No,6423450,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric citrate,Drosophila melanogaster,Oregon-R,0.1 mM,,,-3.6,NS,,,Male,,,No,6423450,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cupric citrate,Drosophila melanogaster,Oregon-R,1 mM,,,-16.3,S,,,Male,,,No,6423450,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Vitamin E,Asplanchna brightwelli,,25 µg/mL,,,21.0,S,,,Unknown,,,No,6479253,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Methionine,Mus musculus,C57BL/6J,1670 ppm/day bodyweight (0.05 M water plus 4300 ppm food),19.4 months,until death,0.0,NS,,,Male,13.0,,No,6519211,1670.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Methionine,Mus musculus,C57BL/6J,1670 ppm/day bodyweight (0.05 M water plus 4300 ppm food),1.4 months,until death,-17.0,S,,,Male,-8.0,,No,6519211,1670.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ascorbic acid,Mus musculus,C57BL/6J,10000 ppm water (1430 ppm bodyweight),1 month,until death,9.0,S,3.0,NS,Male,-7.0,,No,6519438,10000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Thyroxin,Rattus norvegicus,Wistar,1 µg/g bodyweight,,,16.1,,,,Male,,,No,6632988,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Thyroxin,Rattus norvegicus,Wistar,2 µg/g bodyweight,,,11.1,,,,Male,,,No,6632988,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Thyroxin,Rattus norvegicus,Wistar,2 µg/g bodyweight,,,11.6,,,,Female,,,No,6632988,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Thyroxin,Rattus norvegicus,Wistar,1 µg/g bodyweight,,,8.4,,,,Female,,,No,6632988,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Thyroxin,Rattus norvegicus,Wistar,0.5 µg/g bodyweight,,,6.9,,,,Male,,,No,6632988,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Thyroxin,Rattus norvegicus,Wistar,0.5 µg/g bodyweight,,,-3.5,,,,Female,,,No,6632988,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Butylated hydroxytoluene,Drosophila bipectinata,,1000 µM,,,19.0,S,,,Male,,,No,6656301,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Butylated hydroxytoluene,Drosophila bipectinata,,10 µM,,,4.8,S,,,Male,,,No,6656301,9.999999999999999e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Butylated hydroxytoluene,Drosophila bipectinata,,1000 µM,,,26.1,S,,,Female,,,No,6656301,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Butylated hydroxytoluene,Drosophila bipectinata,,100 µM,,,14.3,S,,,Male,,,No,6656301,9.999999999999999e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Butylated hydroxytoluene,Drosophila bipectinata,,10 µM,,,4.3,S,,,Female,,,No,6656301,9.999999999999999e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Butylated hydroxytoluene,Drosophila bipectinata,,100 µM,,,13.0,S,,,Female,,,No,6656301,9.999999999999999e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"3-amino-1,2,4-triazole",Musca domestica,,2 mM,,,0.96,NS,,,Male,,,No,6661212,0.002,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pineal gland extract,Mus musculus,C3H/Sn,0.5 mg subcutaneous injection 5 days monthly,3.5 months,until death,31.0,S,14.0,,Female,,,No,6752596,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Anterior hypothalamus extract,Mus musculus,C3H/Sn,0.5 mg subcutaneous injection 5 days per month,3.5 months,until death,-7.0,NS,-9.0,,Female,,,No,6752596,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Thymus extract,Mus musculus,C3H/Sn,0.5 mg subcutaneous injection 5 days per month,3.5 months,until death,28.0,S,11.0,,Female,,,No,6752596,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Acetazolamide,Drosophila melanogaster,Oregon-R,0.1 mM,,,2.5,,,,Male,,,No,6792427,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Acetazolamide,Drosophila melanogaster,Oregon-R,1 mM,,,12.5,,,,Male,,,No,6792427,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nordihydroguaiaretic acid,Drosophila melanogaster,Oregon-R,0.5 % wt/vol,,,12.0,NS,,,Male,,,No,6821144,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"2,4-dinitrophenol",Drosophila melanogaster,Oregon-R,0.1 % wt/vol,,,12.0,S,,,Male,,,No,6821144,0.1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Vitamin E,Drosophila melanogaster,Oregon R,0.4% wt/vol,,,14.0,S,,,Unknown,,,No,6821144,0.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Thiazolidine carboxylic acid,Drosophila melanogaster,Oregon R,0.3% wt/vol,,,31.0,S,,,Unknown,,,No,6821144,0.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Blackcurrant extract,Mus musculus,LACA,220000 ppm food,1.1 month,until death,4.0,NS,4.0,S,Female,,,No,7140862,220000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Blackcurrant extract,Mus musculus,LACA,220000 ppm food,1.1 month,until death,1.0,NS,8.0,NS,Male,,,No,7140862,220000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Quercetin,Mus musculus,LACA,1000 ppm food (10 mg/day),1.1 month,until death,-6.0,NS,1.0,NS,Female,0.0,NS,No,7140862,1000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Quercetin,Mus musculus,LACA,1000 ppm food (10 mg/day),1.1 month,until death,-14.0,S,0.0,NS,Male,5.0,NS,No,7140862,1000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vitamin E,Philodina acuticornis,,concentration of 10^ -4,,,9.2,NS,0.0,,Unknown,,,No,7428854,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sodium citrate,Asplanchna brightwelli,4B61,0.50%,,,-27.09,S,-14.28,,Unknown,,,No,7428860,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EGTA,Asplanchna brightwelli,4B61,0.25%,,,-24.0,S,-14.28,,Unknown,,,No,7428860,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Edetic acid,Asplanchna brightwelli,4B61,0.25%,,,-14.97,NS,14.28,,Unknown,,,No,7428860,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Magnesium chloride,Asplanchna brightwelli,4B61,2.4 mM,,,-20.04,S,-28.57,,Unknown,,,No,7428860,0.0024,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium dichloride,Asplanchna brightwelli,4B61,2.4 mM,,,-26.65,S,-28.57,,Unknown,,,No,7428860,0.0024,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Magnesium chloride,Asplanchna brightwelli,4B61,1.2 mM,,,-22.9,S,-14.28,,Unknown,,,No,7428860,0.0012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium dichloride,Asplanchna brightwelli,4B61,1.2 mM,,,-20.04,S,0.0,,Unknown,,,No,7428860,0.0012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium dichloride,Asplanchna brightwelli,4B61,0.5 mM,,,-3.3,NS,-14.28,,Unknown,,,No,7428860,0.0005,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kinetin,Zaprionus paravittiger,,25 ppm,,,80.0,S,19.7,,Female,,,No,7488181,25.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,25 ppm,,,14.2,S,12.9,,Male,,,No,7488181,25.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,125 ppm,,,22.9,S,15.8,,Female,,,No,7488181,125.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,625 ppm,,,-2.9,S,-13.2,,Female,,,No,7488181,625.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,125 ppm,,,-2.9,S,17.1,,Male,,,No,7488181,125.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,3125 ppm,,,-65.7,S,-55.2,,Female,,,No,7488181,3125.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,625 ppm,,,-20.0,NS,0.0,,Male,,,No,7488181,625.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinetin,Zaprionus paravittiger,,3125 ppm,,,-71.0,S,-47.1,,Male,,,No,7488181,3125.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Methionine,Zaprionus paravittiger,,500 mM,,,-22.19,S,-9.26,,Female,,,No,7744272,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,250 mM,,,-2.87,NS,3.7,,Female,,,No,7744272,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,100 mM,,,24.11,S,9.26,,Female,,,No,7744272,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,10 mM,,,11.57,NS,9.26,,Female,,,No,7744272,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,1 mM,,,12.8,NS,5.56,,Female,,,No,7744272,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,500 mM,,,-14.8,S,-8.54,,Male,,,No,7744272,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,250 mM,,,-7.58,NS,-4.28,,Male,,,No,7744272,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,100 mM,,,20.82,S,8.48,,Male,,,No,7744272,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,10 mM,,,15.98,S,4.23,,Male,,,No,7744272,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Methionine,Zaprionus paravittiger,,1 mM,,,1.57,NS,-0.02,,Male,,,No,7744272,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Mus musculus,C57BL/6J,4.3 ppm water plus 31.1 ppm food,26 month,until death,-3.0,NS,,,Male,,,No,7889879,4.3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sodium borate,Mus musculus,C57BL/6J,21.6 ppm water plus 31.1 ppm food,26 months,until death,1.0,NS,,,Male,,,No,7889879,21.6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sodium borate,Drosophila melanogaster,Oregon R,1 mM,,,-21.2,S,,,Male,,,No,7889879,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Drosophila melanogaster,Oregon R,0.25 mM,,,9.5,NS,,,Male,,,No,7889879,0.00025,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Drosophila melanogaster,Oregon R,0.1 mM,,,3.0,S,,,Male,,,No,7889879,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Drosophila melanogaster,Oregon R,0.01 mM,,,1.5,S,,,Male,,,No,7889879,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Drosophila melanogaster,Oregon R,1 µM,,,0.0,NS,,,Male,,,No,7889879,1e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Drosophila melanogaster,Oregon R,0.05 M,,,-51.9,S,,,Male,,,No,7889879,0.05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sodium borate,Drosophila melanogaster,Oregon R,0.01 M,,,-69.2,S,,,Male,,,No,7889879,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.5 mg/kg. 3 times a week,,,5.6,S,1.0,,Male,,,No,8030852,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Vitamin A palmitate,Drosophila melanogaster,Oregon-R,25000 IU,,,-60.0,S,,,Male,,,No,8137896,25000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vitamin A palmitate,Drosophila melanogaster,Oregon-R,250 IU,,,-2.0,NS,,,Male,,,No,8137896,250.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vitamin A palmitate,Drosophila melanogaster,Oregon-R,62.5 IU,,,7.4,S,,,Male,,,No,8137896,62.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vitamin A palmitate,Drosophila melanogaster,Oregon-R,25 IU,,,14.0,S,,,Male,,,No,8137896,25.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vitamin A palmitate,Drosophila melanogaster,Oregon-R,2.5 IU,,,17.0,S,,,Male,,,No,8137896,2.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vitamin A palmitate,Drosophila melanogaster,Oregon-R,0.25 IU,,,3.7,NS,,,Male,,,No,8137896,0.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Melatonin,Mus musculus,New Zealand Black,10 ppm water during night,5 months,until death,0.0,NS,,,Female,,,No,8290600,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Melatonin,Mus musculus,BALB/c,10 ppm water during night,15 months,until death,18.0,S,8.0,S,Female,-7.0,NS,No,8290600,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Melatonin,Mus musculus,C57BL/6,10 ppm water during night,19 months,until death,7.0,NS,,,Female,,,No,8290600,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Melatonin,Mus musculus,C57BL/6,10 ppm water during night,19 months,until death,17.0,S,,,Male,,,No,8290600,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mercuric chloride,Drosophila melanogaster,Oregon-R,0.000001 M,,,4.3,S,,,Male,,,No,8325352,1e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mercuric chloride,Drosophila melanogaster,Oregon-R,0.00001 M,,,0.0,NS,,,Male,,,No,8325352,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mercuric chloride,Drosophila melanogaster,Oregon-R,0.0001 M,,,-4.3,S,,,Male,,,No,8325352,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Green tea extract,Drosophila melanogaster,Oregon R,Instead of water,,,15.7,S,,,Male,,,No,8326745,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Green tea extract,Drosophila melanogaster,Oregon R,1:10 dilution,,,7.0,S,,,Male,,,No,8326745,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Green tea extract,Drosophila melanogaster,Oregon R,Instead of water,,,20.2,S,,,Male,,,No,8326745,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Green tea extract,Drosophila melanogaster,Oregon R,Instead of water,,,12.2,S,,,Male,,,No,8326745,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
